Season,GameId,Date,Team,Conference,OppTeam,OppConference,Score,OppScore,WasCFPTeam,PassSnaps,RunSnaps,OffensiveEPAPerPlay_All,OffensiveSuccessRate_All,OffensiveBoomRate_All,OffensiveBustRate_All,OffensiveEPAPerPlay_Pass,OffensiveSuccessRate_Pass,OffensiveBoomRate_Pass,OffensiveBustRate_Pass,OffensiveEPAPerPlay_Run,OffensiveSuccessRate_Run,OffensiveBoomRate_Run,OffensiveBustRate_Run,Plays_PasserPoints,Sum_PasserPoints,Sum_PasserPAA,Plays_RusherPoints,Sum_RusherPoints,Sum_RusherPAA,Plays_ReceiverPoints,Sum_ReceiverPoints,Sum_ReceiverPAA,Plays_PassBlockPoints,Sum_PassBlockPoints,Sum_PassBlockPAA,Plays_RunBlockPoints,Sum_RunBlockPoints,Sum_RunBlockPAA,Plays_PassCovPoints,Sum_PassCovPoints,Sum_PassCovPAA,Plays_PassRushPoints,Sum_PassRushPoints,Sum_PassRushPAA,Plays_RunDefPoints,Sum_RunDefPoints,Sum_RunDefPAA,Max_WP,Min_WP,Median_WP,WP_FavoredPct,ADoT,AttemptedAirYards
2018,3201,00:00.0,Akron,MAC,Miami OH,MAC,17,41,0,43,20,-0.33082,0.349206,0.126984,0.190476,-0.28403,0.372093,0.16279,0.232558,-0.431419,0.3,0.05,0.1,38,5.484052,-0.319556,25,8.023473,6.642666,36,-0.304689,-4.047869,43,4.732764,-3.799369,20,2.029783,-3.17723,35,3.120199,-4.846147,35,1.099028,-4.205298,36,10.273634,-4.439868,0.701,0,0.273,0.17964,7.90909,261
2018,3233,00:00.0,Akron,MAC,Buffalo,MAC,6,24,0,35,26,-0.22762,0.344262,0.114754,0.114754,-0.351463,0.257142,0.142857,0.142857,-0.060908,0.461538,0.076923,0.076923,32,-4.870623,-9.898925,29,-6.29752,-7.739449,29,-0.596763,-3.831118,35,6.600445,-0.417182,26,9.975951,3.614766,36,3.23092,-5.180558,36,7.987883,3.617219,39,16.44822,1.893644,0.627,0.002,0.3,0.213017,12.357142,346
2018,3304,00:00.0,Akron,MAC,Kent State,MAC,24,23,0,45,29,0.038885,0.378378,0.189189,0.108108,0.21221,0.422222,0.288888,0.155555,-0.230066,0.310344,0.034482,0.034482,38,1.766562,-3.147785,36,-4.720032,-6.537129,44,-1.994575,-6.726138,45,10.564396,4.129304,29,3.202727,-3.170876,38,11.89291,3.071986,37,2.102231,-2.472492,35,5.816954,-8.796573,1,0.26,0.582,0.684782,13.657142,478
2018,3359,00:00.0,Akron,MAC,Central Michigan,MAC,17,10,0,34,30,-0.386354,0.3125,0.109375,0.15625,-0.304464,0.352941,0.117647,0.17647,-0.479163,0.266666,0.1,0.133333,30,-5.634985,-10.144739,34,2.442551,0.824876,34,3.393498,-0.439543,34,3.068746,-3.265182,30,7.162862,-0.42759,44,3.616446,-4.469177,44,12.487458,7.421155,44,9.78004,-5.286948,0.975,0.408,0.821,0.941176,11.5,322
2018,3374,00:00.0,Akron,MAC,Northern Illinois,MAC,26,36,0,46,20,-0.115051,0.318181,0.212121,0.181818,0.034414,0.391304,0.304347,0.195652,-0.458824,0.15,0,0.15,43,7.696581,1.379391,23,-0.075927,-1.203489,45,6.703762,2.317602,46,9.664963,0.629254,20,1.380825,-3.222457,35,2.127948,-4.297687,35,8.705951,4.401276,52,4.092728,-13.674223,0.554,0,0.237,0.035714,13.394736,509
2018,3480,00:00.0,Akron,MAC,Eastern Michigan,MAC,7,27,0,18,28,-0.87141,0.195652,0.043478,0.282608,-1.335705,0.111111,0.055555,0.388888,-0.572934,0.25,0.035714,0.214285,17,-13.356201,-16.801647,28,-4.287645,-5.887819,15,1.097369,-1.276857,18,3.364302,-1.653452,27,7.997321,-2.04795,27,4.806272,-1.507663,26,5.71259,2.344373,48,11.75898,-6.976104,0.551,0.001,0.256,0.05298,10.076923,131
2018,3554,00:00.0,Akron,MAC,Bowling Green,MAC,6,21,0,33,24,-0.228168,0.368421,0.122807,0.210526,-0.368821,0.333333,0.151515,0.30303,-0.034771,0.416666,0.083333,0.083333,31,-1.923763,-7.170294,25,-7.253207,-8.503367,28,-0.323679,-3.902426,32,-1.500377,-7.429853,24,4.734218,-1.468843,28,9.484058,2.648393,28,2.199093,-2.576692,40,11.845437,-5.460549,0.804,0.003,0.524,0.590909,12.555555,339
2018,3566,00:00.0,Akron,MAC,Ohio,MAC,28,49,0,50,12,0.118646,0.435483,0.225806,0.145161,0.265788,0.5,0.28,0.12,-0.494444,0.166666,0,0.25,43,11.52218,4.998545,19,-6.55504,-8.143073,49,8.790896,2.391854,50,9.294954,0.727012,12,1.886152,-1.069178,17,11.508714,6.959712,17,5.395537,2.722548,48,28.048934,8.029532,0.528,0.001,0.046,0.018181,11.875,475
2018,3631,00:00.0,Akron,MAC,South Carolina,SEC,3,28,0,46,33,-0.422287,0.329113,0.075949,0.215189,-0.534059,0.260869,0.086956,0.282608,-0.266484,0.424242,0.060606,0.121212,44,-7.258895,-12.624471,34,-5.104801,-6.256004,40,-0.849625,-4.570864,46,4.269784,-2.786369,32,5.360382,-0.631235,28,19.113181,11.673859,28,3.449756,-0.94106,37,30.283697,14.875565,0.552,0,0.019,0.011627,8.815789,335
2018,2875,00:00.0,Alabama,SEC,Louisville,ACC,51,14,1,29,39,0.254499,0.529411,0.220588,0.073529,0.405714,0.551724,0.37931,0.137931,0.142057,0.51282,0.102564,0.025641,27,16.041962,12.246038,41,8.352611,6.907786,23,5.073175,2.56579,29,3.656302,-1.60742,39,14.048048,4.890414,45,35.908957,22.979581,44,7.956631,1.556311,20,13.962939,5.972862,1,0.461,0.99,0.994382,10.48,262
2018,2901,00:00.0,Alabama,SEC,Arkansas State,Sun Belt,57,7,1,33,40,0.310543,0.575342,0.232876,0.082191,0.771478,0.636363,0.424242,0.030303,-0.069728,0.525,0.075,0.125,30,7.070989,3.065395,43,16.436589,14.969937,28,18.001288,15.141057,33,4.820554,-0.861279,40,5.153834,-3.965065,55,8.272312,-2.738232,55,17.617165,10.654765,27,10.599446,1.228564,1,0.514,0.998,1,6.965517,202
2018,3006,00:00.0,Alabama,SEC,Ole Miss,SEC,62,7,1,34,38,0.247483,0.486111,0.194444,0.069444,0.464677,0.529411,0.264705,0.117647,0.053151,0.447368,0.131578,0.026315,29,13.590645,9.779285,42,12.465231,10.81663,28,2.454502,-0.727405,34,3.42079,-2.032326,38,7.528876,-0.669896,29,32.214443,22.974323,29,12.091652,7.580949,30,23.928787,10.199555,1,0.293,0.996,0.91279,9.481481,256
2018,3059,00:00.0,Alabama,SEC,Texas A&M,SEC,45,23,1,34,27,0.288881,0.491803,0.262295,0.09836,0.65697,0.617647,0.382352,0.058823,-0.174637,0.333333,0.111111,0.148148,32,20.442659,15.158322,29,2.313583,1.160554,27,16.087122,12.654824,33,7.054772,0.181531,28,5.895871,-1.463108,53,8.850329,-3.328662,53,22.538777,14.934543,19,8.268422,0.972714,1,0.472,0.939,0.982658,7.60606,251
2018,3103,00:00.0,Alabama,SEC,Louisiana Lafayette,Sun Belt,56,14,1,18,44,0.527486,0.645161,0.209677,0.096774,1.389386,0.777777,0.555555,0.166666,0.174891,0.590909,0.068181,0.068181,17,14.051799,11.847612,45,16.496487,15.03542,15,8.290098,6.328068,18,1.816224,-1.092808,44,6.512695,-4.770068,22,9.632512,3.187673,22,3.834007,-0.104806,36,21.045024,3.416401,1,0.518,0.999,1,12.5,200
2018,3180,00:00.0,Alabama,SEC,Arkansas,SEC,65,31,1,20,39,0.653884,0.661016,0.322033,0.033898,1.37156,0.65,0.55,0.05,0.285845,0.666666,0.205128,0.025641,18,15.997533,13.003605,40,10.305441,8.681559,19,19.576044,17.095594,20,3.920655,-0.058379,38,14.136473,3.259086,44,16.406,6.197456,44,11.502575,5.096379,27,10.709062,-0.258535,1,0.526,0.985,1,11.444444,206
2018,3218,00:00.0,Alabama,SEC,Missouri,SEC,39,10,1,34,41,0.112804,0.533333,0.173333,0.133333,0.38293,0.588235,0.294117,0.17647,-0.111202,0.487804,0.07317,0.09756,30,13.998772,10.153529,44,7.999511,6.569818,30,10.220878,7.317146,33,5.91484,0.391784,42,1.300255,-8.92006,30,16.194183,7.309914,30,15.311777,10.665213,31,25.698325,11.923426,1,0.482,0.955,0.993975,11.333333,340
2018,3288,00:00.0,Alabama,SEC,Tennessee,SEC,58,21,1,34,40,0.292626,0.54054,0.27027,0.027027,0.493326,0.529411,0.382352,0.029411,0.122031,0.55,0.175,0.025,32,9.321401,5.226716,40,8.02074,6.769727,30,10.533512,7.379639,34,4.434158,-0.78867,38,10.784589,2.596509,28,-1.650071,-10.547464,28,22.50498,17.528186,26,15.26658,1.909918,1,0.528,0.984,1,9.09375,291
2018,3404,00:00.0,Alabama,SEC,LSU,SEC,29,0,1,45,34,0.267991,0.531645,0.202531,0.088607,0.2373,0.466666,0.222222,0.133333,0.308613,0.617647,0.17647,0.029411,39,9.598492,4.688165,39,12.454735,11.346765,37,7.48376,4.255973,41,7.423483,0.477888,37,15.041097,6.016511,45,18.604139,4.619162,45,21.841214,15.078417,15,12.386202,5.502087,1,0.45,0.904,0.958823,9.170731,376
2018,3458,00:00.0,Alabama,SEC,Mississippi State,SEC,24,0,1,33,39,-0.167307,0.458333,0.111111,0.166666,-0.1813,0.424242,0.181818,0.212121,-0.155467,0.487179,0.051282,0.128205,31,-0.191027,-4.405326,41,6.059437,4.677195,26,3.120613,0.517554,33,4.783016,-1.241921,39,7.872457,-1.77371,26,7.278513,-1.555205,26,11.72448,6.428017,24,17.567951,4.379782,1,0.522,0.956,1,5.037037,136
2018,3524,00:00.0,Alabama,SEC,The Citadel,Southern,50,17,1,29,20,0.481785,0.632653,0.285714,0.061224,0.691526,0.75862,0.413793,0.068965,0.177662,0.45,0.1,0.05,24,10.225396,6.241672,24,10.572471,9.260118,25,3.586015,-0.048073,27,4.362152,-1.109741,21,3.499163,-2.945192,3,0.382252,-0.409877,3,0.222531,-0.408018,59,14.76459,-15.424733,1,0.368,0.729,0.837837,10.884615,283
2018,3588,00:00.0,Alabama,SEC,Auburn,SEC,52,21,1,37,22,0.302819,0.525423,0.203389,0.067796,0.481532,0.621621,0.27027,0.081081,0.002256,0.363636,0.090909,0.045454,32,15.322459,9.660405,27,10.443957,9.116286,29,15.424248,11.604169,35,7.540276,-0.147999,24,8.765012,1.177065,37,14.39776,5.596293,37,16.800168,12.361332,38,16.245552,2.264489,1,0.445,0.812,0.977011,8.46875,271
2018,3635,00:00.0,Alabama,SEC,Georgia,SEC,35,28,1,38,25,0.116731,0.444444,0.222222,0.111111,0.014303,0.368421,0.236842,0.105263,0.272421,0.56,0.2,0.12,36,7.026503,-0.636603,27,5.174698,2.798521,35,9.964122,4.096662,38,5.709983,-1.988499,25,10.396644,2.438082,43,2.384759,-10.854597,43,11.27359,5.306214,35,23.016817,8.016831,0.969,0.047,0.285,0.158192,10.65625,341
2018,3673,00:00.0,Alabama,SEC,Oklahoma,BIG12,45,34,1,30,40,0.349739,0.614285,0.171428,0.042857,0.644345,0.666666,0.3,0.033333,0.128784,0.575,0.075,0.05,26,12.952604,8.661185,42,13.508714,10.60051,23,5.56833,2.574377,28,7.006739,1.821684,40,8.698937,-1.750995,47,6.337396,-10.329541,47,13.923896,7.412202,22,18.746852,8.86579,1,0.528,0.96,1,7.392857,207
2018,3685,00:00.0,Alabama,SEC,Clemson,ACC,16,44,1,40,33,-0.119404,0.520547,0.164383,0.178082,-0.255693,0.475,0.2,0.2,0.045794,0.575757,0.121212,0.151515,38,10.1797,3.186299,34,8.512612,6.067896,38,5.436501,0.499393,40,9.324992,1.315389,32,11.287693,2.262658,32,-4.95495,-15.663768,32,5.789216,-0.334458,31,21.905482,5.879144,0.662,0,0.143,0.140243,10.361111,373
2018,3007,00:00.0,Alabama A&M,SWAC,Cincinnati,AAC,7,63,0,31,22,-0.383716,0.26415,0.075471,0.169811,-0.398,0.32258,0.096774,0.193548,-0.363588,0.181818,0.045454,0.136363,30,0.007024,-5.265546,20,-0.234003,-1.225629,28,1.411741,-2.958702,31,1.711687,-4.400481,21,0.198726,-5.108123,28,-8.649163,-14.282461,28,3.925753,0.062474,51,13.234854,-4.546895,0.548,0,0.001,0.028571,8.814814,238
2018,2934,00:00.0,Alabama State,SWAC,Auburn,SEC,9,63,0,39,25,-0.502054,0.234375,0.09375,0.171875,-0.639313,0.205128,0.102564,0.25641,-0.287929,0.28,0.08,0.04,33,-1.455459,-6.567718,31,-1.441106,-3.101315,32,2.752162,-1.145842,39,8.741018,0.903047,25,5.280377,-1.094037,15,5.434245,1.622987,15,-1.057317,-2.835823,55,32.768357,13.165265,0.613,0,0.002,0.028089,8.555555,231
2018,3624,00:00.0,Alabama State,SWAC,South Alabama,Sun Belt,7,45,0,26,25,-0.165923,0.313725,0.098039,0.137254,-0.077782,0.384615,0.153846,0.192307,-0.257591,0.24,0.04,0.08,22,-7.285869,-11.445436,26,1.022834,-0.575943,23,6.629068,2.929114,27,1.761553,-3.623564,23,3.224199,-3.571566,21,-9.466017,-15.36698,21,3.553317,0.077688,40,14.79213,-4.493553,0.561,0,0.064,0.061643,5.888888,106
2018,2832,00:00.0,Albany,CAA,Pittsburgh,ACC,7,33,0,34,23,-0.194423,0.421052,0.157894,0.157894,-0.234905,0.441176,0.235294,0.264705,-0.134578,0.391304,0.043478,0,34,1.216495,-4.505041,22,3.099955,2.246113,30,0.362161,-3.362447,34,2.06237,-5.156985,23,3.186246,-3.149271,27,4.576743,-3.034238,27,6.869989,2.209095,33,16.47919,0.98108,0.472,0,0.015,0,11.428571,320
2018,2828,00:00.0,Alcorn State,SWAC,Georgia Tech,ACC,0,41,0,29,22,-0.468598,0.274509,0.039215,0.17647,-0.500535,0.241379,0.068965,0.275862,-0.426499,0.318181,0,0.045454,24,-1.377391,-5.868493,27,3.851066,1.988259,22,-1.852632,-4.802696,29,7.132197,-0.344628,22,1.028149,-5.927832,20,4.772623,0.161551,20,1.632146,-1.390146,52,18.492618,-1.696762,0.528,0,0.033,0.013245,3.695652,85
2018,3427,00:00.0,Alcorn State,SWAC,New Mexico State,Independents,42,52,0,44,47,0.258202,0.505494,0.230769,0.098901,0.34536,0.545454,0.181818,0.113636,0.176608,0.468085,0.276595,0.085106,38,9.822933,5.822793,53,-4.168101,-5.768899,39,6.454174,3.374733,45,6.157791,0.059458,46,17.04603,9.149599,46,-14.867381,-26.051283,46,8.493733,2.105029,25,5.135697,-5.006817,0.472,0,0.051,0,10.81081,400
2018,2833,00:00.0,Appalachian State,Sun Belt,Penn State,BIG10,38,45,0,44,32,0.132918,0.473684,0.236842,0.131578,0.160911,0.5,0.295454,0.181818,0.094427,0.4375,0.15625,0.0625,39,12.796527,7.631506,35,13.58087,12.414484,41,11.465978,7.769827,43,7.792041,0.547285,33,6.657844,-1.352443,40,8.221511,-1.348997,39,11.676146,7.492834,36,24.315893,12.200097,0.925,0,0.481,0.454545,9,333
2018,2916,00:00.0,Appalachian State,Sun Belt,Charlotte,C-USA,45,9,0,19,31,0.304784,0.48,0.24,0.16,0.854262,0.68421,0.421052,0.210526,-0.031991,0.354838,0.129032,0.129032,15,12.562986,9.898364,34,-0.011633,-2.062652,14,7.053945,5.228218,19,6.005613,1.229556,31,6.633311,-2.54294,33,14.811133,6.935025,33,6.003125,1.140343,35,18.7001,3.438373,1,0.485,0.92,0.987012,8.666666,130
2018,3075,00:00.0,Appalachian State,Sun Belt,Gardner-Webb,Big South,72,7,0,30,45,0.390172,0.666666,0.146666,0.08,0.197503,0.6,0.2,0.2,0.518617,0.711111,0.111111,0,27,-4.030084,-7.278471,47,20.792498,19.669267,23,6.214935,3.883738,28,4.762121,0.699364,47,12.071928,3.781602,38,5.82334,-4.433464,37,5.407601,-1.406893,21,1.571946,-10.092702,1,0.506,0.999,1,8.037037,217
2018,3136,00:00.0,Appalachian State,Sun Belt,South Alabama,Sun Belt,52,7,0,23,43,0.207086,0.530303,0.181818,0.10606,0.304526,0.565217,0.391304,0.260869,0.154966,0.511627,0.069767,0.023255,20,-1.093762,-3.950845,44,24.718445,23.10782,22,4.855933,2.539147,23,3.106204,-0.969805,43,9.005076,-1.605354,36,9.394707,0.365056,36,-2.917793,-8.393251,32,12.697519,-1.188534,1,0.497,0.995,0.994011,12.2,244
2018,3208,00:00.0,Appalachian State,Sun Belt,Arkansas State,Sun Belt,35,9,0,32,33,0.023829,0.4,0.16923,0.138461,-0.100279,0.40625,0.21875,0.1875,0.144177,0.393939,0.121212,0.090909,27,5.697946,1.710085,38,5.090354,3.329561,30,-0.097,-3.59313,31,4.636267,-0.897129,34,8.689817,-0.172917,51,27.525561,16.154978,51,3.96679,-1.365768,31,14.17085,3.264665,1,0.288,0.834,0.617486,11.44,286
2018,3268,00:00.0,Appalachian State,Sun Belt,Louisiana Lafayette,Sun Belt,27,17,0,22,46,-0.020071,0.397058,0.147058,0.102941,0.062556,0.454545,0.227272,0.136363,-0.059589,0.369565,0.108695,0.086956,18,-1.151044,-3.486403,49,2.81975,1.066057,18,0.906194,-1.029722,20,2.327738,-0.891896,47,3.458564,-6.740874,33,11.986537,2.755582,33,9.198786,5.114134,33,20.023316,6.5996,1,0.418,0.756,0.929824,9.35,187
2018,3320,00:00.0,Appalachian State,Sun Belt,Georgia Southern,Sun Belt,14,34,0,31,32,-0.183246,0.412698,0.142857,0.111111,-0.448238,0.32258,0.16129,0.193548,0.073464,0.5,0.125,0.03125,28,0.405004,-3.853867,35,5.910886,4.478667,28,-5.386309,-8.62557,30,5.503332,-0.133362,33,12.40222,3.45083,4,0.41669,-1.028092,4,1.12366,0.476729,47,30.435901,5.606068,0.635,0,0.162,0.1,10.777777,291
2018,3414,00:00.0,Appalachian State,Sun Belt,Coastal Carolina,Sun Belt,23,7,0,20,55,-0.140355,0.346666,0.226666,0.173333,-0.526805,0.3,0.2,0.3,0.000172,0.363636,0.236363,0.127272,20,-4.577106,-7.206564,55,-8.997968,-10.684779,19,-6.588848,-8.643632,20,3.1032,0.244885,55,13.607358,3.252771,30,21.805617,11.628125,30,10.623968,4.900413,22,12.702315,0.842463,1,0.416,0.74,0.942675,8.611111,155
2018,3440,00:00.0,Appalachian State,Sun Belt,Texas State,Sun Belt,38,7,0,43,27,0.286717,0.457142,0.271428,0.071428,0.393635,0.534883,0.325581,0.069767,0.11644,0.333333,0.185185,0.074074,32,11.258615,6.953187,37,3.334179,1.579311,35,2.726921,-0.820561,38,7.179914,0.809829,32,7.926648,0.286563,32,7.605381,-1.809355,32,9.377901,4.463666,29,9.620444,-4.502388,1,0.414,0.961,0.962264,6.342857,222
2018,3501,00:00.0,Appalachian State,Sun Belt,Georgia State,Sun Belt,45,17,0,30,35,0.359559,0.538461,0.261538,0.061538,0.558772,0.6,0.433333,0.066666,0.188806,0.485714,0.114285,0.057142,27,9.211295,5.455354,38,12.631152,11.36814,28,5.182939,1.917411,28,3.768919,-0.823528,37,7.855922,-1.190973,24,12.30849,4.401389,24,5.34445,1.137235,29,17.734917,2.425532,1,0.289,0.836,0.86,6.653846,173
2018,3604,00:00.0,Appalachian State,Sun Belt,Troy,Sun Belt,21,10,0,27,42,-0.121942,0.31884,0.15942,0.130434,0.008863,0.37037,0.222222,0.111111,-0.206031,0.285714,0.119047,0.142857,25,10.515975,6.89417,39,-2.702414,-4.15938,24,-1.565956,-4.049971,27,7.120649,2.173511,39,11.115669,0.774785,38,22.25145,11.977284,38,12.800643,6.373224,23,15.535765,4.976163,1,0.464,0.921,0.964071,8.521739,196
